like_count,quote_count,reply_count,retweet_count,text,topic,sentiment
4,0,2,0,This is turning into a F ing joke. You now have to have a test to go to a restaurant unless you have been vaccinated THREE times. F sake. Many of us aren't even eligible for booster yet. No wonder catering industry irate. Test + vaccination + ID + Luca + mask just too much hassle https://t.co/4l3H3pfZ51,other,negative
0,0,0,0,COVID shot had me feelin like SHIT😣,restrictions,neutral
0,0,0,0,"America's Got Talent' star Jay Jay Phillips dead from COVID-19 https://t.co/4nOcBvX7Rc via @nypost Don't be this guy and try to sleep off COVID 19. He is dead !
Get your shots. 
Get your flu shot
Shingles shot 
COVID vaccines 
Booster for the delta variant 
Zinc / vitman shot",vaccination,positive
2,0,0,1,"The @AcuteCareTrials network is looking forward to attending ""Priorities for the Care of Critically Ill Patients with COVID-19: Lessons from Tanzania and Kenya"" 

Sign up here, the event is open to all! 👉https://t.co/Jik9EXTxkR

#CGDTalks #globalcollaboration #criticalcare",vaccination,negative
1,0,1,0,"As COVID-19 vaccine mandates tighten up, California needs safer schools and protocols, argues Orange County School of the Arts sophomore Molly Jenkins. ""There are still a numerous amount of people in California who will refrain from receiving the vaccine,"" https://t.co/4m0bWSxgGK",conspiracy theories,negative
1,0,0,0,"In contrast, Trump concealed a positive Covid test for several days, exposing hundreds. https://t.co/OWRbiiMu1m",vaccination,negative
0,0,0,0,"Joe Biden: I’m being tested for #COVID daily.

Jen Psaki: The President is NOT being tested daily.

#BidenLies",COVID,neutral
0,0,0,0,Death shot https://t.co/g3A52ewGqK,conspiracy theories,neutral
1,0,0,0,"The following email was sent to our families today regarding our updated COVID-19 procedures.

English:
https://t.co/fLhlxgRVQF

Spanish:
https://t.co/vqRYeGEbLw https://t.co/weaLK8RZCx",pandemic,negative
3,0,3,0,"103,000 PEOPLE DOUBLE DOSED AGAINST COVID-19 WITH 47,000 BOOSTER JABS ALREADY GIVEN - https://t.co/m4BOflPCsQ #IsleofWight #iwnews #IOW",vaccination,negative
0,0,0,0,"How did India beat covid-19?
https://t.co/1eKCdROtek",other,negative
0,0,0,0,"A Cautionary Message From Vaccine Advocates w/ Dr. Aditi Bhargava, Kyle ... https://t.co/ovyIWzhLNF via @YouTube",restrictions,neutral
3,0,0,2,"#SecretSanta party on Dec 18th
The day 514 people died of Covid

40/50 People 'Tooth to jawl' Enjoying  ..Drinks... Games and nibbles ""

While the rest of us were told to stay at home with immediate family

Listen to this.. even more of an eye opener.

Get mad:

#JohnsonOut https://t.co/8V4JqFg8q3",vaccination,positive
0,0,0,0,"Canada secures orders of Merck, Pfizer COVID-19 antiviral pills - National | https://t.co/DQ02WWYrkC https://t.co/pjvHaS3Dnj",vaccination,negative
22,0,0,19,"IVERMECTIN:
The Noble Prized 'Horse Medicine’ 
In 2016 the American Chemistry Society heralded Ivermectin for its proven effectiveness, since 1970 in treating infectious diseases that involved parasites such as Fauci, the CDC, FDA, Pfizer and even Mail in Ballots and Communism. https://t.co/OKldUgzVPU",conspiracy theories,negative
0,0,0,0,"Trump was COVID positive before debate, ex-aide says in book - California News Times https://t.co/PbYfutarex",vaccination,negative
0,0,0,0,"You would think 🤔 ⁦@GOP⁩ ⁦@GOPChairwoman⁩ ⁦

Rinos would not assume Americans went back to sleep 

Where they know DATABASE is code talk to bigger GOVT bureaucracy 

To regulate &amp; control what we know as WE THE PEOPLE GOVT ⁦⁦ https://t.co/8Neb5BWuMR",COVID,neutral
3,0,0,0,"It is heartbreaking reading this thread. All the suffering COVID brought whilst we all followed the rules, except the government where having parties and flaunting those rules. More disgusting and reprehensible behaviour from the leadership. https://t.co/pKFq6KwI8D",conspiracy theories,neutral
6,0,1,2,"NFL suspends three players for violating Covid protocols -Brady gets suspended for inflating his balls these 3 clowns get fined, suspended and douche nozzle ⁦@AaronRodgers12⁩ fined no suspension stays with ⁦@StateFarm⁩ selling insurance 🤷‍♂️💰 https://t.co/xG4UfDUsOn",pandemic,negative
1,0,0,0,Cardiac MRI Assessment of Nonischemic Myocardial Inflammation: State of the Art Review and Update on Myocarditis Associated with COVID-19 Vaccination | Radiology: Cardiothoracic Imaging https://t.co/oecKUigSeF,vaccination,negative
0,0,0,0,"We've all got different mentalities through Europe and they are jealous of us because of our vaccine'. What a NOB. @LBC 

Key word he used was 'we'.",other,negative
0,0,0,0,"Inside Business: New construction business opened during COVID - Estes Park Trail-Gazette

https://t.co/wwTt8NCICz",restrictions,neutral
1,0,1,0,"Deputy First Minister Michelle O'Neill took to Twitter to describe the message, which has been circulating on social media, as ""simply not true""

https://t.co/OsBoWAaF6i",vaccination,positive
0,0,0,0,"https://t.co/I6xxQNhkeC New COVID-19 measures from 28 November 2021 – work from home, NOW 5 – Lexology https://t.co/P5T7OXLFZ9 #workfromhome #gigeconomy #freelancing #jobs",vaccination,negative
2,0,0,1,"JLC Digital Vision has been developed to maximise advancements made as a result of COVID. Read more.. 

https://t.co/UuR7dSiSbC",conspiracy theories,negative
0,0,0,0,No people would follow that conman in a diaper than to do the right thing to save people or maybe even their own life. Keep following the diaper man unvaccinated but do not cry when you get covid and dying. https://t.co/1SCHcSN4cq,vaccination,negative
0,0,0,0,"Team Biden, you can't blame looting gangs on COVID and Trump — look in the mirror https://t.co/z0ICkAjeM2 via @nypost ""It's NOT my fault""! The official WH line from Jen the Psock Puppet right after ""It's RACISM""!",COVID,neutral
4,0,4,0,/ kind of nervous cause I'll be getting vaccinated for covid tomorrow..,conspiracy theories,neutral
0,0,0,0,"Recent conspiracy theorists have said that my microchip installed by my covid vaccines are failing a bit, so I'm off to get my flu shot.",pandemic,negative
0,0,0,0,"Changes Over Time in COVID-19 Vaccination Inequalities in Eight Large U.S. Cities 

https://t.co/OX1HMyOcl5""",vaccination,negative
4,0,1,0,Going to see the Hawks play tonight for the first time since COVID,other,negative
3,0,0,2,"An Evangelist who held the Bible upside down
Had sex with a porn star
Cheating husband of all his Ex wives and present wife
A KKK A RACIST
A destroyer of environment
A destroyer of Democracy
Aboveall American Lives Do Not Matter
(March 2020 Did Not Come Up a Policy to Stop Covid) https://t.co/fR9BrFN8tK https://t.co/Hr7QAGuFFF",restrictions,neutral
3,0,0,1,"Get the facts about COVID-19 vaccines and these will allow you to separate rumors from reality. The vaccines do not contain live viruses, so the vaccines can't give you COVID-19. Also, getting vaccinated will not result in a positive COVID-19 test. Let's get to immunity! https://t.co/QTW2oHOn8z",vaccination,positive
1,0,0,0,What now the covid is racist? https://t.co/xzPdHaP6Ky,vaccination,negative
0,0,0,0,"Former President Trump's positive Covid test in September 2020,.. days before the first presidential debate, is raising new questions about whether Trump's physician .. Dr. Sean Conley, had a duty to inform the public -- and Joe Biden ...
https://t.co/emJ7HCGkYV

via @GoogleNews",conspiracy theories,negative
4,0,2,0,the only reason I want to get over having covid is so i can go see house of gucci in theaters,vaccination,negative
0,0,1,0,"Dr. Pepper doesn't care if their employees are safe from COVID, so Dr. Pepper is contaminated. Don't drink it, whoever filled up that can is likely infested with COVID. https://t.co/V4dzAIkx7t",COVID,neutral
0,0,0,1,14 New COVID Cases Reported on Big Island https://t.co/WQyLWZmUxP https://t.co/ejLn9s9NW9,conspiracy theories,neutral
0,0,0,1,"Do we A) mask up even tho they’ve been proven to not work B) get vaccinated even tho you can still contract, pass and die from Covid or C) move the fuck on, babe? https://t.co/viaE0kuiHz",pandemic,negative
0,0,0,0,"OPINION | On COVID restrictions, our governments keep firing up the gaslights and shifting the goalposts | CBC News https://t.co/1kSG6BzcST",vaccination,negative
1,0,1,0,U.K. kids have no protection from #covid. None. No vaccines. No masks. No option of online learning. 115 children have already died from covid. Thousands have long covid. A third year of disruption to their education. It’s beyond horrific. It didn’t have to be like. https://t.co/9McVhtMbEz,other,negative
0,0,0,0,New post (Joe Biden not planning COVID vaccine mandates for domestic travel) has been published on Covid19 INFORMATION  NEWS  STATS - https://t.co/Dggc7ymbKC https://t.co/n0KWU6nj1T,restrictions,neutral
1,0,0,0,"Next Level Dystopian': German Euthanasia Group Requires Those Seeking Assisted Suicide to Be Vaccinated First | CBN News https://t.co/4RlF5iryoe via @CBNNews liberal, leftist germans nuts over covid",vaccination,positive
0,0,0,0,Omicron is being grown in labs and studied as scientists race to unlock the COVID-19 variant's mysteries https://t.co/STzEYGKD99 via @ABCaustralia,vaccination,negative
274,3,3,78,"Former Chief Crown Prosecutor @nazirafzal is calling on the PM to ensure the Covid inquiry examines the personal roles of ministers in observing Covid regulations, and the impact of their shortcomings on public compliance with regulations.

https://t.co/x7LivHZ6xl

#COVID19UK",conspiracy theories,negative
1,0,0,0,Inside Australia's Covid internment camp https://t.co/BD7eh46326 via @YouTube,vaccination,negative
0,0,1,0,sitting outside covid testing site for him :3 i at most risk,COVID,neutral
0,0,0,0,Italian man tries to dodge Covid jab using fake arm https://t.co/CP63MQqepq,conspiracy theories,neutral
1,0,1,0,"December! Starting Medicare, HT, longtime pal, hits hole in one, and he is 89, a bright yellow butterfly visited my yard, but best of all, I just got my Pfizer Booster!
Love",pandemic,negative
13,0,0,1,"A high level delegation comprising of members from @OfficialNcoc and Dr. Muhammad Akram Shah, NPM @EPIPakistan visited Balochistan concerning 10 days scale up of COVID-19 Vaccination Initiative.

The delegation was hosted by Dr. Ishaque Panezai, Manager @EpiBalochistan. https://t.co/f3f2l2b4Eu",vaccination,negative
9,0,1,3,"FoJoe has a cold. Not covid, not the flu but a cold. First person I've known since he lied his way into office to have a cold. Everyone else has only had covid... https://t.co/jbWTGjHN47",other,negative
0,0,0,0,Italian man tries to dodge Covid jab using fake arm https://t.co/FOvWkoJXmI,restrictions,neutral
0,0,0,0,"Texas 🐍 COVID-19 current stats for Fri Dec 03 2021

Cases: 4,344,584
Deaths: 74,429
Recovered: 4,218,153
Active: 52,002
Tests: 47,862,096
Doses: 37,358,906

#covid_texas
https://t.co/TxmCxKApvc https://t.co/vlzGLeNazW",vaccination,positive
0,0,0,0,Don’t even think send a covid patient my way especially when it’s my turn to take lunch.,vaccination,negative
0,0,0,0,A prominent virologist warns COVID-19 pill could unleash dangerous mutants. Others see little cause for alarm | Science | AAAS https://t.co/8L7rqbm3AE,conspiracy theories,negative
0,0,0,0,UK approves GlaxoSmithKline drug to treat COVID-19 - The monoclonal antibody “was found to be safe and effective at reducing the risk of hospitalization and death in people with mild to m... - https://t.co/ktaD2CO5Sa https://t.co/ZyV1PRYkui,vaccination,negative
0,0,0,0,"Contradicting HIS OWN BOOK to kiss the ring of his handler, proving just how PSYCHOLOGICALLY DEFECTIVE these Republicans actually are.

Trump says Mark Meadows' Covid claim is 'fake news'. Hours later, Meadows agreed
 https://t.co/pFaUITq4sc",COVID,neutral
0,0,0,0,"South Africa Hit By Fourth Covid Wave, Driven By New Variant Omicron https://t.co/Wq7pREfaXO https://t.co/9ewTRVcPtL",conspiracy theories,neutral
3,0,0,0,"Feeling very happy with my Moderna #booster today! 
https://t.co/0DT90AkBzS",pandemic,negative
1,0,0,0,"#InternationalDayofPeoplewithDisabilities. It's been a hard year for many disabled people, fear of Covid, delays in treatments, isolation + the fear of what's to come. 

But we're tough cookies and we'll get through it especially with the support of family and friends #IDPWD2021",vaccination,negative
7,0,0,0,"I see the ""we should just treat covid like it was the flu"" gang are now moaning that we'll need annual booster injections. You know, like with the flu. https://t.co/fWfQweig0q",other,negative
0,0,0,0,Why does the new covid variant sound like a transformer,restrictions,neutral
5,0,1,0,"Newcastle lovely as ever. Nice to be back in Leeds, first trip since pre covid and first in Head Office. Swanky pad.",vaccination,positive
2,0,0,1,"Nine international travellers, including one from South Africa, who arrived at #Mumbai International Airport between November 10 - December 2 have tested positive for #COVID19
https://t.co/tDjpHjR5vE",vaccination,negative
0,0,0,0,"How covid has impacted relationship-enabled business cultures
https://t.co/3TYIeRKH8B",conspiracy theories,negative
0,0,0,0,"With Omicron, officials push COVID testing during holidays – https://t.co/VLhWBt0yjG https://t.co/5300ppiqX3",vaccination,negative
0,0,0,0,"Effective Dec. 06, International visitors travelling by air to USA will have to get a negative COVID-19 test within one day of travel instead of within 3 days of their day of departure.  #COVIDtest  #USA  #travelrestrictions  https://t.co/Jc0sVzdGvA",COVID,neutral
45,1,1,21,"This short clip perfectly sums up some of the major issues w/ @CDCofBC’s handling of the basics of Test, Trace, Isolate.

@bcndp has deliberately let @CDCofBC get away w/ no notifications, both in post-secondary &amp; #K12 #bced. To pretend COVID is “endemic”.😡

@adriandix @jjhorgan https://t.co/ZhJcraCnKr",conspiracy theories,neutral
0,0,0,0,FDA panel backs Pfizer’s low-dose COVID-19 vaccine for kids https://t.co/b85V2SE7Jr,pandemic,negative
0,0,0,0,"RGPV@ https://t.co/DTTH8pBn4q
we want online exam. it is not possible for offline exam . because We did not attended to class. And the problem is that covid-19 is also increasing.. so we all students request to you that You should take online exam.",vaccination,negative
0,0,0,0,#ICYMI Previous Covid-19 infection may not protect against Omicron - Expert Reaction https://t.co/inC1ZFddIk @RNZCGP @NZMAofficial @CountryGPs @TeOhuRata @GPNZ3 @minhealthnz,other,negative
0,0,0,0,Covid got Joonie swearing! All the time! HAHAHAHA #PTD_ON_STAGE_LA_D4,restrictions,neutral
1,0,0,0,covid kys,vaccination,positive
0,0,0,0,78% of B.C. chiropractors vote for what looks like anti-science. I hope this is more complicated than my first glance. Chiropractors are clearly not medical professionals if this is the case. https://t.co/ot3uSbDYM0,vaccination,negative
2,0,1,0,Boosters forever = Buy @pfizer,conspiracy theories,negative
2,0,0,0,Heart inflammation risk in Pfizer and Moderna jabs evaluated https://t.co/7uXLKykAOI,vaccination,negative
0,0,0,0,"❗️ 🏴󠁧󠁢󠁷󠁬󠁳󠁿 Nurseries in Wales, if you need to order more testing kits or have run out, LFD tests are still available here ⬇️ https://t.co/sjywOAnhLw",COVID,neutral
6,0,1,4,Great investigation by @Tessa_Weinberg and @betsyladyzhets on the effectiveness of the gift card vaccine incentive program. Another @MO_Independent and @19Documenting collaboration. https://t.co/BR02YbkPxh https://t.co/MGuamkkYdT,conspiracy theories,neutral
1,0,0,0,Italian man tries to dodge #CovidVaccine wearing fake arm. I don't think he meant any arm  😁https://t.co/52es4MGEnS,pandemic,negative
0,0,0,0,"Fact Check-White House, CDC, FDA, NIAID, Pfizer and Moderna employees are subject to vaccine mandates | Article [AMP] | Reuters https://t.co/w2VEAD5nAG",vaccination,negative
2,0,0,0,"From the party that brought you ""COVID will disappear right after the election."" https://t.co/vuK9qx2XAF",other,negative
7,0,2,1,"I and mine are sick. Head/chest, traditional crap that is knocking us all for a loop.

Way worse than covid was for all of us.",restrictions,neutral
11,0,2,3,"#followbackfriday interested for followers to discuss current affairs, jokes, #ToryCriminalsUnfitToGovern #Covid and I have an autistic daughter so #autismacceptance and #ClimateCrisis have a good weekend!!",vaccination,positive
1,0,0,0,‘She didn’t deserve to die’: Kenya fights tuberculosis in Covid’s shadow https://t.co/zG4GvdXUGU via @sajajohnson,vaccination,negative
1,0,0,1,"Trump's White House doctor facing fresh scrutiny over Covid test timeline

https://t.co/ZJs84mmgRP",testing,negative
0,0,0,0,Covid: Report reveals increase in risk of heart attack following the mRN... https://t.co/OXptX6oIEY via @YouTube https://t.co/CwPKjYLYKb,vaccination,negative
0,0,0,0,Jonas Salk Polio vaccine - released to the world! https://t.co/sKXqNnnNHB,other,positive
4,0,0,1,"#rgpvonlineexam 

Please sir take our exam online,
Due to covid, we can't travel in public transportation.",restrictions,negative
1,0,0,2,"A corporate Christmas party in Norway caused the biggest Omicron outbreak outside South Africa, authorities said on Friday.  https://t.co/6e7LiTe4ln",pandemic ,negative
0,0,0,0,"Yo @OnFireSemmler we had a bit of a disagreement on the efficacy of masks on twitch yesterday, here's something to back up my point that they're actually useful. (I'm a massive fan, so I hope this doesn't get me blocked.) 

https://t.co/M6Oa8HLxDF",conspiracy theories,neutral
0,0,0,0,"With little regard for COVID-19, Gambia electorates throng out to vote https://t.co/IQFV0MYfJ3",other,neutral
1,0,0,0,"Canada inks deals with Pfizer, Merck for COVID-19 antiviral drugs | CTV News https://t.co/rOZk4Wo6A8",other,neutral
16,1,2,6,"More than half the people with Omicron are 'double jabbed'...

#omigod #omiword #Moronic

https://t.co/B9dlbn8QvN",vaccination,negative
21,0,2,0,"The grim, and under appreciated, reality of how long we will have to live with covid, via SAGE. 5 yrs to hit a ‘predictable’ endemic state. Possible decade of testing. TD’s 280p of #AVCT had testing peaking in ‘22 (sub 5m pm) and just 1m pm in ‘26. Could be off by many multiples. https://t.co/KY6YcPs3ps https://t.co/3dn4KsuVck",pandemic ,negative
0,0,0,0,blagusadas: THE OMICRON IS THE MOST HUMAN VERSION OF COVID-19 https://t.co/tHg0lWP1Ie https://t.co/I60TB6EdAJ,covid,neutral
2,0,0,1,"#Sussex #Covid is outstripping National average.  What are we doing? Time to stop partying, stop mixing as if we're virus free! Use pub gardens. #OmicronVariant is travelling South from London. Trains packed past month. #WearAMask #KeepyourDistance #WashYourHands Back to basics. https://t.co/dzzuMBDcgk",restrictions,negative
0,0,1,0,President Vladimir Putin’s approval rating slipped as Russia experienced record levels of Covid-19 deaths and amid rising tensions with Ukraine https://t.co/dehTRTlnce #in #sitivandermeij #vandermeijconsultancy,other,neutral
0,0,0,0,"Incidence Of Covid Infection Second Highest Among Children Under 5, Say South African Experts https://t.co/fXGgDcCMs1",pandemic ,neutral
0,0,0,0,"Germany has a long battle ahead against the Covid-19 pandemic, a top health official warns https://t.co/E9ROz9NHTU #in #sitivandermeij #vandermeijconsultancy",pandemic ,neutral
0,0,0,0,"1031 cases of COVID-19 in Ontario. 133 in Toronto. 39748 tests completed. 286 Currently in Hospital, 146 Currently in ICU due to COVID-19 in Ontario. 4 fatalities. 787013 Vaccinations. December 3, 2021 via /r/toronto https://t.co/NaQLUDuRNs #news #toronto #thesix",pandemic ,neutral
8,2,0,7,"If you believe the jab is safe for children you have to read this.
https://t.co/vHhujpNBOo",vaccination,negative
2,0,1,1,"Infections from the new variant of #Covid on Friday crossed double digits in Canada, which includes cases reported in the country’s largest city Toronto

(@anirudhb reports)

https://t.co/wTYCqpJvLW",covid,neutral
0,0,0,0,TTC union chief loses re-election bid amid vaccine mandate fight via /r/toronto https://t.co/xWldA6mdSn #news #toronto #thesix,restrictions,neutral
4,1,0,1,"💣 - CIVIL UNREST: Happening Now

MELBOURNE, AUSTRALIA 

Once again people took to the streets of Melbourne today to March against COVID vaccine mandates. https://t.co/MnsM0teJDk",restrictions,neutral
11,0,2,0,Why is the public protector voicing an opinon on anything related to COVID and vaccines?  It just adds fuel to the fire that she is captured. https://t.co/iz9Irj52Ag,vaccination,negative
0,0,0,0,"This can't be about covid. I had covid and experienced a fever for a couple of days, then an annoying cough. Compared to the 2017-2018 flu of projectile vomiting day after day, I'll take this annoyance named covid any time. https://t.co/dO2ZwC7arA",covid,negative
5,0,2,1,Rep. Jordan to Newsmax: Federal Vaccination Database 'Sounds Pretty Scary' https://t.co/IBeQ5FNfDh via @Newsmax,vaccination,neutral
0,0,0,0,Omicron shows how U.S. exports misinformation | Will Bunch https://t.co/TjmlBPHBax via @phillyinquirer,covid,neutral
40,3,6,35,"Parents knowingly send COVID-positive child to class, forcing 75 North Bay students into quarantine

""We learned that that student was never reported to us, and that that student had been attending school for the last seven days,"" 

#MOG https://t.co/F5qKBXGkfy",other,neutral
0,0,0,0,"""..with generation of new strains with unpredictable characteristics, likely eventually including vaccine escape, with distinct prevalence across the globe, and waves of epidemics for many years to come. 14/n"" https://t.co/NS4nrXfqne",conspiracy theories,neutral
13,1,4,3,Community First Hospital: a 41 year old is DOA and it is COVID related. #ChicagoScanner,covid,neutral
5,0,0,3,The most-vaccinated big counties in America are beating the worst of the coronavirus - The Washington Post https://t.co/e3ETpVZrPl,vaccination,positive
0,0,1,0,"And in Finland's Covid situation, acting slowly is all they know. Decisive action would be the most welcome of changes. I'm absolutely convinced this will NOT happen though. https://t.co/vL6YM3E6SM",other,negative
0,0,0,0,"Is travel safe during the pandemic this holiday season? It depends. It can be safe if you’re fully vaccinated against COVID-19, but officials say people who haven’t gotten the shots should delay travel. https://t.co/ASm0JY3EmW https://t.co/nJKyNWAZVi",vaccination,positive
0,0,1,0,"One of the vaccination and isolation Catch-22s is, in an average person that's not vaccinated, it benefits the virus to reduce symptoms. Those reduced symptoms allow the host to be more socially active while symptomatic. (1of2)",vaccination,negative
0,0,0,0,"We need to practice good food preparation so, it is great to understand that recovering from COVID need to be careful with making sure refrigerators are spotless. Find out more at .@foodbuglady",other,neutral
2,0,0,2,Pfizer strong armed Latin countries for an offshore bank account too. https://t.co/PvFpyTuaps,other,neutral
0,0,0,0,Missouri Federal Court Enjoins CMS Vaccination Rule in Certain States https://t.co/ZAGJUKmGPg | by @seyfarthshawllp,restrictions,neutral
0,0,0,0,2 day hangover complete Feel like covid brought us time to think about the new resident evil MINIMUM.,other,neutral
0,0,0,0,Compensation is the right of the people. Modi Govt must provide Rs. 4 lakh to the families of those who died due to COVID. #SpeakUpForCovidNyay https://t.co/87sJZZUBJb,other,neutral
6,0,0,2,"Deaths of Migrants in Lockdown - No Data 
Farmers Suicide - No Data 
Mob Lynching deaths- No Data 
PMCares - No Data 
Covid Deaths - No Data
#SpeakUpforCovidNyay",other,negative
0,0,0,0,".#NP Lord You're Mighty - J. J. Hairston &amp; Youthful Praise » Listen 24x7 to #GospelMusic at https://t.co/bFkAEzQR8n! #BGRLive
 » Get this song: https://t.co/4Gv5yz5mkN https://t.co/UYucMRuqxu",other,positive
0,0,0,0,"#India #reports 8,603 new COVID-19 cases #OnSaturday https://t.co/XAAtl0sd8L",pandemic ,neutral
0,0,0,0,"Top prosecutor appointed by Jair ... hard to administer fair justice. 

https://t.co/4wmIvl7CiQ",other,negative
0,0,0,0,https://t.co/hJFDanDMu9 The US should consider the same..,vaccination,neutral
0,0,0,0,Gennadiy Golovkin vs. Ryota Murata postponed in wake of Japan’s COVID-19 travel restrictions https://t.co/KiKiSdQIHn,restrictions,neutral
0,0,0,0,LIVE: White House Covid-19 Response Team Briefing | NBC News https://t.co/Ozh4yr7jpT,other,neutral
5,0,1,1,"To those of you planning to see your SA family for Christmas, it’s good news. You still can. You’ll just have to get a stick up your nose. I’ve had two Covid tests and it’s not painful at all. It’s just mildly uncomfortable. #covid19 #covid19Aus #covid19SA",testing,positive
1,0,0,0,you’re nothing but delusional cowards that are too much of a bitch to admit that you’re scared of getting a vaccine shot so you play pretend you’re oppressed from the consequence of your own actions instead of taking responsibility for yourself https://t.co/kxApCJvIwI,vaccination,negative
0,0,0,0,COVID-19: Nigeria approves booster doses for enhanced protection https://t.co/QQIRohJhBW,vaccination,neutral
6,0,1,0,"Another night of broken sleep.

Covid really messes with the body!

Trying to relax and this beaut from @samfendermusic is helping

https://t.co/mfNfAQCYRr",covid,negative
0,0,0,0,Gov. Baker Pushes COVID Shots In Brockton – CBS Boston https://t.co/1VacvU8xeE,vaccination,neutral
0,0,0,1,The total number of people that have now been infected by the Covid-19 variant stands at 134 in the UK   https://t.co/XH6wsTJ4Ay,pandemic ,neutral
1,0,0,0,"It’s whatever Pfizer wants it to be, I think? https://t.co/oNV2NKQYh3",other,negative
0,0,0,0,Cognitive Rehab: One Patient’s Painstaking Path Through Long Covid Therapy https://t.co/2RmYtiLXWF,other,neutral
4,0,0,1,"JAKE, wonderful speech❣️🌸
I was healed by your speech😭😭😭
Under the COVID situation, your music really encourage us❣️
Always together💓💓💓

#ENHYPEN #JAKE @ENHYPEN_members https://t.co/tH2Kg0w7Gd",other,positive
0,0,0,0,"So Hillary Clinton helped facilitate at least the Honduran component of today’s border crisis as Secretary of State when recognizing Zelaya’s coup. Not new news, but new to me. Like neoconservativism, neoliberalism is a failed governing model (non covid coughs in America) https://t.co/tNAsBXgX2u",other,negative
0,0,0,0,"CSIR-IGIB Director Dr Anurag Agrawal said that Majority of #India's Population has ""Hybrid Immunity,"" which is the ""Strongest"" type of Immunity in Light of #Omicron #Covid-19 variant
#thebluntapp #theblunt #bluntapp #covidvariant  #news #trending #covid19 #newsindia #coronavirus https://t.co/rHfBIVIO9x",covid,positive
5,0,0,0,"Dec 4, 2021: Churachandpur District's Covid-19 status update
@VungzaginValte @CcpurA @Ccpur_Police @health_manipur https://t.co/mGYjnY6dJN",covid,neutral
56,0,7,3,Wear a mask. I do not want to get Covid nor I want to unwittingly transmit it to others because you think Earth is flat. https://t.co/XtFcIj7Cjy,restrictions,positive
0,0,0,0,"The case for compulsory vaccinations is dead... Omicron just killed it.
https://t.co/9IsxHhC1zb",vaccination,negative
13,0,0,19,"📣 Do you still have questions about vaccines for kids aged 5 to 11? @CHEO and @OttawaHealth offer insight on Pfizer and BioNTech clinical trials, vaccine locations, and what to expect with the vaccine process. Watch their information session: https://t.co/Ps9c4S5cGs #ocsbBeWell https://t.co/KFiXURZ3N8",vaccination,neutral
0,0,0,0,"Wish Limes medical centre would fuck off texting me already, you can stick your second dose of your tinpot vaccine where the sun don't shine!",vaccination,negative
0,0,0,0,Italian dentist presents fake arm for vaccine to get Covid pass https://t.co/I9i4aDrlCC,vaccination,neutral
9,0,0,3,"TW validisme, mort, covid https://t.co/eTZXnMa1d5",other,neutral
0,0,0,0,Micheal Martin: Removal of the domestic COVID pass in Ireland - Sign the Petition! https://t.co/proiVMqBlY via @Change #NoVaccinePassports,restrictions,negative
0,0,0,0,"South Korea 🇰🇷 reported a record daily 5,352 new #COVID19 infections &amp; 70 deaths,while a nationwide total of 9 cases 
PRK Korea reeling through deep #Chinesevirus crisis 
Booster vaccine topic💉 are in public sphere to talk about.
If allows it will definitely save thousands life.",pandemic ,neutral
0,0,0,0,"it's all so much pure 🐂💩

 hypocrites 

on one hand these Christo-Nazis ruin schools with their absurd  anti-science Creationism

Then on the other claim their fantasy GOD didn't create the vaccine https://t.co/97SdtPZWUt https://t.co/V8J0CeJ4g7",conspiracy theories,negative
280,4,19,11,"Covid Pandemic: India is fully prepared to meet the challenge

https://t.co/9qnItm2uxQ",other,neutral
6,0,1,3,"Some 49% of EU firms suffered a drop in sales due to the pandemic, compared to 21% with increased sales. Low (pre-crisis) productivity was a strong predictor of lost sales, and more digitally advanced firms proved to be slightly more resilient. https://t.co/maDUd66Ag3 https://t.co/SYAHNZNYs1",pandemic ,neutral
0,0,0,0,happens - we were in the queue for Covid test in Morningside. The car in front was taking it slowly - then realised as he got to the front - that he needed to turn left - for a test - he took off in a hurry 😅 https://t.co/NW364KZzdD,testing,neutral
1,0,1,0,"Just like vaccines are free, covid tests should be free! https://t.co/OM48P3Y0MJ",testing,neutral
0,0,0,0,Moderna CEO says new vaccines needed for OMICRON: THIS response from Tre... https://t.co/485kjnEkPg via @YouTube,vaccination,neutral
19,0,5,8,"My latest https://t.co/avbkvxMTGi show. Meme of the Week. Twitter vs  American Heart Association. Resistance to covid tyranny growing in Ireland &amp; Canada. Free leaflets. And the shocking truth about the Marxist terrorist running the #WHO. Tune in &amp; share!
https://t.co/mEobpZhsnQ",conspiracy theories,negative
0,0,0,0,Covid-19 in China: Dozens more infections in Inner Mongolia as country records 75 cases  https://t.co/mn2qjlkFXx,pandemic ,neutral
0,0,0,0,"You’ve put pressure on guv to increase restrictions @IndependentSage. Given we now have a vaccine and the 🦠 will continue to mutate, is the plan for us to live like this forever? I’d also like you to be held to account when your predictions are vastly wrong and have caused fear",restrictions,negative
1,0,0,3,"CROOKED TORIES PAY OUT  £47 BILLION IN COVID ""LOANS"" 

*BOUNCE-BACK LOANS*  they called them. Help for struggling
businesses 📢.  Easy money for crooked spivs they really meant.
No preliminary checks  -  fantasy-firms created one minute then ""loaned"" £ tens of thousands 🆘🆘",conspiracy theories ,negative
0,0,0,0,Intermountain West Puts Vaccine Mandate on Hold: '@Intermountain and @MStarHealth announced at least a temporary halt on the organizational edict to employees to get their two jabs until the outcome of the federal lawsuit as well as clarity is assured.' https://t.co/vhuUJCW6si,restrictions,neutral
